ticker,category,period_index,as_of_date,composite_score,dcf_score,relative_score,recommendation,forward_return_pct
VAL,Energy (S&P 400),9,2025-12-19,80.0,76.9,92.4,Buy,93.25389527141638
DG,Consumer Staples (S&P 500),9,2025-12-19,-26.3,-32.6,-0.8,Sell,-9.690781777893461
RTX,Industrials (S&P 500),9,2025-12-19,22.1,41.5,-55.7,Buy,10.651461729214466
TKO,Communication Services (S&P 500),9,2025-12-19,35.4,69.2,-100.0,Buy,-7.185076661253227
HCA,Health Care (S&P 500),9,2025-12-19,45.3,67.4,-43.3,Buy,5.795837092189347
MMS,Industrials (S&P 400),9,2025-12-19,49.1,44.9,65.5,Buy,-21.626629200510813
VIAV,Information Technology (S&P 400),9,2025-12-19,-9.3,7.5,-76.6,Sell,90.06658784652724
RS,Materials (S&P 400),9,2025-12-19,-10.5,6.3,-77.8,Sell,1.7179645159232415
CDP,Real Estate (S&P 400),9,2025-12-19,72.9,69.9,85.2,Buy,11.639913673480965
WEC,Utilities (S&P 500),9,2025-12-19,-34.7,-48.0,18.3,Sell,12.194142430064444
TMUS,Communication Services (S&P 500),9,2025-12-19,19.3,9.7,57.9,Buy,5.516882983417638
MTD,Health Care (S&P 500),9,2025-12-19,-19.4,-33.6,37.5,Sell,-15.117184052517452
AM,Energy (S&P 400),9,2025-12-19,23.1,35.8,-27.8,Buy,33.352671562908284
AAPL,Information Technology (S&P 500),9,2025-12-19,-53.8,-51.5,-63.3,Sell,-8.943998821013686
WLK,Materials (S&P 400),9,2025-12-19,7.0,-8.9,70.7,Hold,54.20719025845767
PPC,Consumer Staples (S&P 400),9,2025-12-19,38.2,30.3,69.6,Buy,-9.558825022906078
DIS,Communication Services (S&P 500),9,2025-12-19,3.3,-5.7,39.4,Hold,-10.823447015762797
MO,Consumer Staples (S&P 500),9,2025-12-19,74.7,81.3,48.0,Buy,14.10514039788167
BKNG,Consumer Discretionary (S&P 500),9,2025-12-19,52.5,65.1,2.2,Buy,-20.20218685037498
UHS,Health Care (S&P 500),9,2025-12-19,66.4,70.9,48.1,Buy,-17.611069817622056
AZZ,Industrials (S&P 600),9,2025-12-19,6.2,19.4,-46.3,Hold,12.664152368810901
BHE,Information Technology (S&P 600),9,2025-12-19,-21.7,-16.2,-43.9,Sell,26.390824137074297
LIN,Materials (S&P 500),9,2025-12-19,-6.9,-18.1,37.7,Hold,16.613728539034188
WMB,Energy (S&P 500),9,2025-12-19,-4.1,11.0,-64.3,Hold,28.034101155832445
MZTI,Consumer Staples (S&P 400),9,2025-12-19,17.9,4.4,71.9,Buy,-15.701028005794527
RRX,Industrials (S&P 400),9,2025-12-19,33.8,32.2,40.5,Buy,32.771526031713556
SWKS,Information Technology (S&P 500),9,2025-12-19,-57.6,-66.8,-20.9,Sell,-15.320809097345062
AZO,Consumer Discretionary (S&P 500),9,2025-12-19,20.6,25.0,3.1,Buy,-1.4963125291246329
VTR,Real Estate (S&P 500),9,2025-12-19,-9.4,0.1,-47.4,Sell,8.816672719737015
CBT,Materials (S&P 400),9,2025-12-19,49.7,44.1,72.3,Buy,4.33930129590089
CNX,Energy (S&P 400),9,2025-12-19,-28.5,-14.7,-83.7,Sell,7.77600923950447
GIS,Consumer Staples (S&P 500),9,2025-12-19,60.7,59.1,66.9,Buy,-20.542900245175794
SPGI,Financials (S&P 500),9,2025-12-19,25.2,22.6,35.5,Buy,-16.67371479037672
NSC,Industrials (S&P 500),9,2025-12-19,-16.5,-22.7,8.1,Sell,-4.1147981705126035
LAMR,Real Estate (S&P 400),9,2025-12-19,37.9,50.7,-13.3,Buy,2.7392865306429974
TEL,Information Technology (S&P 500),9,2025-12-19,-33.2,-20.7,-82.9,Sell,-13.471614663223216
MKC,Consumer Staples (S&P 500),9,2025-12-19,21.6,11.8,60.8,Buy,-20.634267285598654
NCLH,Consumer Discretionary (S&P 500),9,2025-12-19,92.6,96.8,75.6,Buy,-14.756950480794226
NFLX,Communication Services (S&P 500),9,2025-12-19,2.9,15.4,-47.3,Hold,-2.8075024292981685
STE,Health Care (S&P 500),9,2025-12-19,25.8,33.5,-5.2,Buy,-14.101517990225451
DOW,Materials (S&P 500),9,2025-12-19,55.7,50.7,75.4,Buy,63.08703669144394
FOXA,Communication Services (S&P 500),9,2025-12-19,32.3,41.5,-4.4,Buy,-19.237916849473617
LOW,Consumer Discretionary (S&P 500),9,2025-12-19,2.3,1.2,6.6,Hold,-4.033580148633128
PSA,Real Estate (S&P 500),9,2025-12-19,54.4,68.6,-2.4,Buy,8.104571734117368
NRG,Utilities (S&P 500),9,2025-12-19,0.3,12.1,-46.8,Hold,3.6516385385554524
ESAB,Industrials (S&P 400),9,2025-12-19,-18.2,-13.3,-37.9,Sell,-13.44041110195508
WST,Health Care (S&P 500),9,2025-12-19,-4.5,-12.5,27.2,Hold,-11.737724277636417
BOX,Information Technology (S&P 600),9,2025-12-19,-32.0,-47.8,31.2,Sell,-21.61629371965372
SLGN,Materials (S&P 400),9,2025-12-19,58.0,67.7,19.2,Buy,-3.855380818502459
BKR,Energy (S&P 500),9,2025-12-19,66.2,60.5,89.3,Buy,36.29841690772938
PSKY,Communication Services (S&P 500),10,2026-03-19,87.0,92.1,66.5,Buy,11.918389574577445
WSO,Industrials (S&P 400),10,2026-03-19,-37.7,-41.6,-22.1,Sell,1.1285427707668552
LSCC,Information Technology (S&P 400),10,2026-03-19,-85.0,-81.2,-100.0,Sell,47.345136228741666
ASTH,Health Care (S&P 600),10,2026-03-19,91.3,94.6,78.4,Buy,57.81637454836541
AA,Materials (S&P 400),10,2026-03-19,-17.9,-43.9,86.0,Sell,5.419918773931655
PG,Consumer Staples (S&P 500),10,2026-03-19,27.6,20.7,55.1,Buy,4.731934467713246
TOL,Consumer Discretionary (S&P 400),10,2026-03-19,21.8,39.5,-48.9,Buy,9.788394021522787
MUR,Energy (S&P 400),10,2026-03-19,-43.8,-50.0,-19.3,Sell,-6.623640936998733
BFAM,Consumer Discretionary (S&P 600),10,2026-03-19,18.0,4.0,74.4,Buy,-16.945630738689125
VLO,Energy (S&P 500),10,2026-03-19,-52.3,-40.4,-100.0,Sell,-0.47953720692211044
NEE,Utilities (S&P 500),10,2026-03-19,-17.5,-23.8,7.8,Sell,-6.549155703115979
CALM,Consumer Staples (S&P 600),10,2026-03-19,100.0,100.0,,Buy,-3.1979486103733037
BIIB,Health Care (S&P 500),10,2026-03-19,77.0,77.0,76.8,Buy,8.32015386409836
TXN,Information Technology (S&P 500),10,2026-03-19,-76.6,-79.3,-65.9,Sell,61.14179052546695
PPG,Materials (S&P 500),10,2026-03-19,55.0,47.9,83.5,Buy,19.8452217174981
PNW,Utilities (S&P 500),10,2026-03-19,-9.1,-13.6,8.7,Sell,3.2155285953908384
AN,Consumer Discretionary (S&P 400),10,2026-03-19,55.3,84.4,-61.0,Buy,0.882371526287814
OMC,Communication Services (S&P 500),10,2026-03-19,75.0,81.0,51.2,Buy,1.6954453379447258
KMB,Consumer Staples (S&P 500),10,2026-03-19,18.9,4.3,77.2,Buy,4.345434844797562
DINO,Energy (S&P 400),10,2026-03-19,-7.8,15.2,-100.0,Sell,9.717575261593604
SMTC,Information Technology (S&P 400),10,2026-03-19,-78.5,-73.2,-100.0,Sell,91.70389262720032
WY,Real Estate (S&P 500),10,2026-03-19,-63.5,-66.3,-52.2,Sell,6.8755542098045215
CLF,Materials (S&P 400),10,2026-03-19,-3.1,21.1,-100.0,Hold,55.012222886503906
CELH,Consumer Staples (S&P 400),10,2026-03-19,-34.5,-63.6,81.8,Sell,-29.28305445018721
META,Communication Services (S&P 500),10,2026-03-19,-30.5,-24.7,-53.5,Sell,-6.361292639217784
EHC,Health Care (S&P 400),10,2026-03-19,36.3,41.0,17.4,Buy,0.19680212584476495
UNP,Industrials (S&P 500),10,2026-03-19,4.5,-1.4,28.1,Hold,10.765513324640164
AVNT,Materials (S&P 400),10,2026-03-19,14.3,-1.7,78.0,Buy,15.04369115598459
TNL,Consumer Discretionary (S&P 400),10,2026-03-19,60.4,79.1,-14.1,Buy,9.754964356065711
BNL,Real Estate (S&P 600),10,2026-03-19,58.3,72.8,0.7,Buy,6.955223192793128
PM,Consumer Staples (S&P 500),10,2026-03-19,16.5,32.2,-46.2,Buy,9.83656763210003
PBF,Energy (S&P 400),10,2026-03-19,49.2,80.0,-73.9,Buy,-18.801013480782643
ALKS,Health Care (S&P 600),10,2026-03-19,85.5,82.8,96.2,Buy,56.72534830772169
ROL,Industrials (S&P 500),10,2026-03-19,18.5,23.8,-3.1,Buy,-16.280373733417413
BCPC,Materials (S&P 600),10,2026-03-19,-1.3,-7.2,22.5,Hold,0.054788240524741134
GOOG,Communication Services (S&P 500),10,2026-03-19,-11.5,4.2,-74.1,Sell,18.50912270570625
ANDE,Consumer Staples (S&P 600),10,2026-03-19,-41.3,-40.9,-42.9,Sell,0.5865548016710808
PNR,Industrials (S&P 500),10,2026-03-19,-16.6,-18.4,-9.3,Sell,-16.810967663258452
ACLS,Information Technology (S&P 600),10,2026-03-19,-24.4,-45.2,58.9,Sell,101.3888790368818
AVY,Materials (S&P 500),10,2026-03-19,12.4,-2.1,70.7,Buy,-1.4832215859037516
OVV,Energy (S&P 400),10,2026-03-19,-34.6,-30.1,-52.7,Sell,-5.4204713840788115
FOX,Communication Services (S&P 500),10,2026-03-19,58.1,60.2,49.9,Buy,-10.169165400921182
ANIP,Health Care (S&P 600),10,2026-03-19,14.5,27.0,-35.7,Buy,7.618279833589058
HWM,Industrials (S&P 500),10,2026-03-19,-43.1,-28.9,-100.0,Sell,21.64280804814573
IP,Materials (S&P 500),10,2026-03-19,-35.5,-41.9,-10.0,Sell,7.939482730007535
WMG,Communication Services (S&P 400),10,2026-03-19,-12.1,-19.9,18.9,Sell,19.987156348658573
AMT,Real Estate (S&P 500),10,2026-03-19,25.4,15.2,66.2,Buy,1.0315628873681453
DAR,Consumer Staples (S&P 400),10,2026-03-19,-15.8,-7.2,-50.6,Sell,-5.299292890780985
NVR,Consumer Discretionary (S&P 500),10,2026-03-19,45.9,51.2,24.7,Buy,-2.211937909559133
MTDR,Energy (S&P 400),10,2026-03-19,45.6,56.2,3.5,Buy,-11.08739322032565
OPCH,Health Care (S&P 400),10,2026-03-19,61.2,60.8,62.7,Buy,-25.472022966232988
FDX,Industrials (S&P 500),10,2026-03-19,15.4,27.8,-34.2,Buy,13.582634783224682
SOLS,Materials (S&P 400),10,2026-03-19,-9.4,-9.4,,Sell,16.605768733778483
NXPI,Information Technology (S&P 500),10,2026-03-19,-34.4,-46.3,12.9,Sell,55.83445234582971
UGI,Utilities (S&P 400),10,2026-03-19,52.1,53.1,48.0,Buy,-7.878013180351393
CAKE,Consumer Discretionary (S&P 600),10,2026-03-19,27.8,18.1,66.9,Buy,32.659998357850675
BG,Consumer Staples (S&P 500),10,2026-03-19,-63.8,-65.2,-58.1,Sell,-4.2622491826199305
CHTR,Communication Services (S&P 500),10,2026-03-19,82.3,85.9,67.9,Buy,-37.62699194138687
FANG,Energy (S&P 500),10,2026-03-19,-82.4,-80.7,-89.2,Sell,-2.0019215307914284
AVTR,Health Care (S&P 400),10,2026-03-19,82.2,79.4,93.7,Buy,24.310116585743245
ALGM,Information Technology (S&P 400),10,2026-03-19,-59.2,-73.9,-0.0,Sell,74.63603949760524
ALGT,Industrials (S&P 600),10,2026-03-19,51.7,89.6,-100.0,Buy,21.027382717202535
STLD,Materials (S&P 500),10,2026-03-19,-43.0,-28.7,-100.0,Sell,61.71283670795461
NWE,Utilities (S&P 400),10,2026-03-19,-22.5,-30.3,8.7,Sell,4.545537527961272
T,Communication Services (S&P 500),10,2026-03-19,26.9,16.8,67.0,Buy,-18.25933865077887
DECK,Consumer Discretionary (S&P 500),10,2026-03-19,55.8,47.6,88.7,Buy,0.7720880090735323
CVX,Energy (S&P 500),10,2026-03-19,1.4,17.7,-64.0,Hold,-11.037281354141172
POST,Consumer Staples (S&P 400),10,2026-03-19,80.7,95.1,23.1,Buy,-8.674678431332005
PSN,Industrials (S&P 400),10,2026-03-19,89.9,92.2,80.5,Buy,9.290270856435283
ENSG,Health Care (S&P 400),10,2026-03-19,-14.2,-7.5,-41.4,Sell,-23.01321279607379
GEF,Materials (S&P 400),10,2026-03-19,4.4,17.6,-48.6,Hold,11.280151347942615
NWSA,Communication Services (S&P 500),10,2026-03-19,-25.7,-45.5,53.6,Sell,8.566643413033075
CHH,Consumer Discretionary (S&P 400),10,2026-03-19,62.6,62.9,61.4,Buy,14.64634511105276
CLX,Consumer Staples (S&P 500),10,2026-03-19,55.4,45.9,93.6,Buy,-9.803845101068308
APAM,Financials (S&P 600),10,2026-03-19,74.7,81.7,46.5,Buy,2.364951550988117
PR,Energy (S&P 400),10,2026-03-19,57.1,76.1,-19.1,Buy,-6.267085852422931
EMR,Industrials (S&P 500),10,2026-03-19,-17.1,-17.0,-17.4,Sell,15.167187719299491
ACIW,Information Technology (S&P 600),10,2026-03-19,-2.8,-12.4,35.4,Hold,12.499997596586923
SPG,Real Estate (S&P 500),10,2026-03-19,38.8,56.3,-31.4,Buy,10.899768051025514
CEG,Utilities (S&P 500),10,2026-03-19,-37.7,-57.9,43.2,Sell,-15.446924050914529
APTV,Consumer Discretionary (S&P 500),10,2026-03-19,83.9,82.0,91.3,Buy,-9.10799393354474
OXY,Energy (S&P 500),10,2026-03-19,-53.7,-53.1,-56.0,Sell,-10.565642935962192
JNJ,Health Care (S&P 500),10,2026-03-19,-9.6,0.6,-50.4,Sell,-0.8640993108612297
TEX,Industrials (S&P 400),10,2026-03-19,-19.5,-7.6,-67.2,Sell,11.15904817533643
AMAT,Information Technology (S&P 500),10,2026-03-19,-70.1,-62.6,-100.0,Sell,66.19273994360012
TLN,Utilities (S&P 400),10,2026-03-19,67.4,67.4,,Buy,20.507539251435873
VZ,Communication Services (S&P 500),10,2026-03-19,45.6,54.8,8.6,Buy,-5.963080413253345
EXP,Materials (S&P 400),10,2026-03-19,59.4,58.9,61.5,Buy,20.62147437113546
ELF,Consumer Staples (S&P 400),10,2026-03-19,5.0,-17.1,93.4,Hold,-15.149867187211722
CHRD,Energy (S&P 400),10,2026-03-19,60.7,85.8,-39.6,Buy,-1.8373282867840255
EXLS,Industrials (S&P 400),10,2026-03-19,42.7,35.5,71.5,Buy,-9.398371998856707
RPM,Materials (S&P 400),10,2026-03-19,34.0,32.2,40.9,Buy,11.390292700006562
HST,Real Estate (S&P 500),10,2026-03-19,54.4,67.8,0.9,Buy,30.27472749729263
NYT,Communication Services (S&P 400),10,2026-03-19,-24.6,-14.8,-63.8,Sell,-8.138411410841213
HRL,Consumer Staples (S&P 500),10,2026-03-19,18.8,15.3,32.8,Buy,10.31040566534753
GAP,Consumer Discretionary (S&P 400),10,2026-03-19,35.2,21.2,90.9,Buy,-12.420114808758212
HAL,Energy (S&P 500),10,2026-03-19,44.7,40.7,60.9,Buy,-1.4781195433036647
CPAY,Financials (S&P 500),10,2026-03-19,44.3,48.9,26.2,Buy,24.2457206925874
AXTA,Materials (S&P 400),10,2026-03-19,79.5,79.6,79.2,Buy,30.268197329755804
BLDR,Industrials (S&P 500),10,2026-03-19,16.0,16.5,13.9,Buy,-9.882824813872658
MAA,Real Estate (S&P 500),10,2026-03-19,59.9,66.6,33.1,Buy,8.217607661470637
CHD,Consumer Staples (S&P 500),10,2026-03-19,-39.0,-57.7,36.2,Sell,3.3284175753864775
CMCSA,Communication Services (S&P 500),10,2026-03-19,76.5,81.3,57.1,Buy,-20.79420489581966
VTRS,Health Care (S&P 500),10,2026-03-19,51.1,80.0,-64.8,Buy,17.374226276019478
BR,Industrials (S&P 500),10,2026-03-19,5.0,-10.8,68.5,Hold,-19.385154552985608
CCL,Consumer Discretionary (S&P 500),10,2026-03-19,86.8,91.8,66.6,Buy,20.662377411642403
TYL,Information Technology (S&P 500),10,2026-03-19,-24.3,-48.4,72.4,Sell,-17.813584301549618
COST,Consumer Staples (S&P 500),10,2026-03-19,-30.8,-32.9,-22.6,Sell,-0.7990408444989869
EXE,Energy (S&P 500),10,2026-03-19,-61.7,-52.2,-100.0,Sell,-18.491018457499553
EFX,Industrials (S&P 500),10,2026-03-19,-11.4,-31.3,68.3,Sell,-14.394784407300707
SHW,Materials (S&P 500),10,2026-03-19,18.1,11.0,46.8,Buy,1.3640077396760761
HSY,Consumer Staples (S&P 500),10,2026-03-19,37.8,33.0,56.7,Buy,-16.10894996040752
LNT,Utilities (S&P 500),10,2026-03-19,10.8,21.3,-31.1,Buy,2.8675573805224244
APA,Energy (S&P 500),10,2026-03-19,-66.3,-66.5,-65.8,Sell,-10.254577637059846
MCD,Consumer Discretionary (S&P 500),10,2026-03-19,35.0,35.1,34.3,Buy,-7.6991628174567435
ELAN,Health Care (S&P 400),10,2026-03-19,5.6,-7.2,56.8,Hold,-6.8869482157141375
IDCC,Information Technology (S&P 400),10,2026-03-19,60.0,100.0,-100.0,Buy,-18.679422310526572
PH,Industrials (S&P 500),10,2026-03-19,-45.1,-43.0,-53.7,Sell,5.344182842982981
NUE,Materials (S&P 500),10,2026-03-19,-43.1,-28.9,-100.0,Sell,56.506044364035105
MTN,Consumer Discretionary (S&P 400),10,2026-03-19,88.1,91.5,74.4,Buy,-2.6364515043032433
LYV,Communication Services (S&P 500),10,2026-03-19,11.1,30.6,-67.0,Buy,11.23938099530173
VAL,Energy (S&P 400),10,2026-03-19,38.4,29.3,74.8,Buy,-13.200247923426012
DG,Consumer Staples (S&P 500),10,2026-03-19,-18.8,-27.2,14.9,Sell,-11.538749590426113
RTX,Industrials (S&P 500),10,2026-03-19,10.5,30.1,-67.7,Buy,-3.660545959070838
TKO,Communication Services (S&P 500),10,2026-03-19,38.2,72.7,-100.0,Buy,-1.0244571810095355
HCA,Health Care (S&P 500),10,2026-03-19,41.8,64.7,-49.8,Buy,-22.157919722679303
MMS,Industrials (S&P 400),10,2026-03-19,66.3,61.5,85.4,Buy,-13.125599509647005
VIAV,Information Technology (S&P 400),10,2026-03-19,-52.8,-40.9,-100.0,Sell,42.27737092623746
RS,Materials (S&P 400),10,2026-03-19,-13.0,3.6,-79.3,Sell,37.55110264827907
CDP,Real Estate (S&P 400),10,2026-03-19,68.0,64.4,82.3,Buy,6.187100845732348
WEC,Utilities (S&P 500),10,2026-03-19,-41.8,-52.3,0.6,Sell,-1.8470384338666983
TMUS,Communication Services (S&P 500),10,2026-03-19,15.1,5.8,52.4,Buy,-11.760609377503268
MTD,Health Care (S&P 500),10,2026-03-19,-13.1,-32.0,62.3,Sell,-5.120577362057336
AM,Energy (S&P 400),10,2026-03-19,-0.1,15.5,-62.4,Hold,-6.317940230238996
AAPL,Information Technology (S&P 500),10,2026-03-19,-31.3,-37.5,-6.1,Sell,18.98402993004326
WLK,Materials (S&P 400),10,2026-03-19,-35.9,-47.0,8.3,Sell,-24.49751964928348
PPC,Consumer Staples (S&P 400),10,2026-03-19,44.7,36.6,76.9,Buy,-20.52144144444744
DIS,Communication Services (S&P 500),10,2026-03-19,41.8,31.7,82.0,Buy,1.6733870811494893
MO,Consumer Staples (S&P 500),10,2026-03-19,67.0,77.2,26.2,Buy,9.349551220936412
BKNG,Consumer Discretionary (S&P 500),10,2026-03-19,69.4,73.8,51.6,Buy,0.1687475260985997
UHS,Health Care (S&P 500),10,2026-03-19,76.5,78.8,67.2,Buy,-24.44456809936692
AZZ,Industrials (S&P 600),10,2026-03-19,-4.8,9.1,-60.4,Hold,25.54484734125303
BHE,Information Technology (S&P 600),10,2026-03-19,-41.4,-33.2,-73.8,Sell,62.96179665291003
LIN,Materials (S&P 500),10,2026-03-19,-21.1,-27.3,3.7,Sell,5.651528991215589
WMB,Energy (S&P 500),10,2026-03-19,-21.9,-6.1,-85.1,Sell,-3.083792676241961
MZTI,Consumer Staples (S&P 400),10,2026-03-19,29.6,16.1,83.5,Buy,-24.773124684613528
RRX,Industrials (S&P 400),10,2026-03-19,-2.1,-1.3,-5.0,Hold,19.710891909131085
SWKS,Information Technology (S&P 500),10,2026-03-19,-8.4,-24.9,57.3,Sell,29.310534831878638
AZO,Consumer Discretionary (S&P 500),10,2026-03-19,22.1,26.2,6.0,Buy,-8.437630962616511
VTR,Real Estate (S&P 500),10,2026-03-19,-15.9,-5.7,-56.6,Sell,-3.358586506034364
CBT,Materials (S&P 400),10,2026-03-19,58.0,52.6,79.8,Buy,29.653843943497684
CNX,Energy (S&P 400),10,2026-03-19,-35.1,-18.9,-100.0,Sell,-19.133219258763283
GIS,Consumer Staples (S&P 500),10,2026-03-19,71.9,70.1,78.9,Buy,-9.538451921798952
SPGI,Financials (S&P 500),10,2026-03-19,37.0,30.5,63.0,Buy,-1.677133160199706
NSC,Industrials (S&P 500),10,2026-03-19,-12.6,-20.0,16.8,Sell,8.497854476022937
LAMR,Real Estate (S&P 400),10,2026-03-19,35.6,49.1,-18.5,Buy,18.248520383534306
TEL,Information Technology (S&P 500),10,2026-03-19,-48.0,-48.6,-45.6,Sell,7.374479788739835
MKC,Consumer Staples (S&P 500),10,2026-03-19,49.2,41.8,78.8,Buy,-13.22036019752276
NCLH,Consumer Discretionary (S&P 500),10,2026-03-19,95.8,99.6,80.6,Buy,0.9674161912538546
NFLX,Communication Services (S&P 500),10,2026-03-19,5.3,17.4,-42.9,Hold,-16.110746809962457
STE,Health Care (S&P 500),10,2026-03-19,29.2,28.9,30.5,Buy,-8.226251502280338
DOW,Materials (S&P 500),10,2026-03-19,2.3,-7.1,39.8,Hold,-12.428715292165272
FOXA,Communication Services (S&P 500),10,2026-03-19,51.9,54.2,42.6,Buy,-11.026350081908696
LOW,Consumer Discretionary (S&P 500),10,2026-03-19,6.1,4.0,14.6,Hold,-4.961507576761379
PSA,Real Estate (S&P 500),10,2026-03-19,47.8,64.8,-20.1,Buy,13.757529232313177
NRG,Utilities (S&P 500),10,2026-03-19,-0.3,12.4,-51.0,Hold,-17.88435499484389
ESAB,Industrials (S&P 400),10,2026-03-19,-7.4,-7.1,-8.3,Hold,0.9643194419442993
WST,Health Care (S&P 500),10,2026-03-19,-3.9,-17.8,51.7,Hold,34.745507905548344
BOX,Information Technology (S&P 600),10,2026-03-19,-16.5,-37.6,68.0,Sell,4.526403587925732
SLGN,Materials (S&P 400),10,2026-03-19,60.8,69.7,25.0,Buy,7.741582344339756
BKR,Energy (S&P 500),10,2026-03-19,43.5,36.0,73.5,Buy,-0.7233170302783255
PSKY,Communication Services (S&P 500),11,2026-06-17,81.2,81.2,,Buy,8.917839520494825
WSO,Industrials (S&P 400),11,2026-06-17,-43.2,-52.3,-7.0,Sell,-18.242872293367697
LSCC,Information Technology (S&P 400),11,2026-06-17,-86.3,-82.8,-100.0,Sell,-23.85242418473325
ASTH,Health Care (S&P 600),11,2026-06-17,55.5,81.7,-49.1,Buy,3.773581321978544
AA,Materials (S&P 400),11,2026-06-17,29.1,13.4,91.7,Buy,-23.79538062711046
PG,Consumer Staples (S&P 500),11,2026-06-17,23.5,17.4,48.2,Buy,-2.2178095378511795
TOL,Consumer Discretionary (S&P 400),11,2026-06-17,-7.9,5.4,-61.0,Sell,-10.15248008409426
MUR,Energy (S&P 400),11,2026-06-17,-30.0,-25.0,-50.1,Sell,9.415101990109276
BFAM,Consumer Discretionary (S&P 600),11,2026-06-17,76.9,73.6,90.3,Buy,4.468052671307077
VLO,Energy (S&P 500),11,2026-06-17,-19.6,0.5,-100.0,Sell,60.33280108431099
NEE,Utilities (S&P 500),11,2026-06-17,-5.7,-15.4,33.0,Hold,-4.066436688318966
CALM,Consumer Staples (S&P 600),11,2026-06-17,100.0,100.0,,Buy,-4.1890246243327205
BIIB,Health Care (S&P 500),11,2026-06-17,40.9,43.4,30.6,Buy,9.407561591414833
TXN,Information Technology (S&P 500),11,2026-06-17,-76.4,-73.5,-87.7,Sell,-12.2933799273168
FTV,Industrials (S&P 500),11,2026-06-17,-30.6,-47.5,36.7,Sell,-8.8471243301936
PPG,Materials (S&P 500),11,2026-06-17,23.7,11.0,74.5,Buy,-9.59142390023482
AN,Consumer Discretionary (S&P 400),11,2026-06-17,49.3,73.4,-47.0,Buy,10.318735600213833
OMC,Communication Services (S&P 500),11,2026-06-17,1.4,26.7,-100.0,Hold,6.23771758422028
KMB,Consumer Staples (S&P 500),11,2026-06-17,1.3,-9.9,45.7,Hold,-1.1737098311352574
DINO,Energy (S&P 400),11,2026-06-17,31.0,57.2,-73.8,Buy,63.21149404081374
BA,Industrials (S&P 500),11,2026-06-17,-25.4,-55.1,93.8,Sell,-6.807605494814053
SMTC,Information Technology (S&P 400),11,2026-06-17,-85.3,-81.6,-100.0,Sell,-2.097199707380713
WY,Real Estate (S&P 500),11,2026-06-17,-56.3,-56.9,-54.0,Sell,-7.790872888847819
AAT,Real Estate (S&P 600),11,2026-06-17,61.8,65.8,45.7,Buy,-7.867816013548937
CLF,Materials (S&P 400),11,2026-06-17,-11.8,-6.2,-34.3,Sell,-8.12303361085155
CELH,Consumer Staples (S&P 400),11,2026-06-17,-8.4,-33.7,92.9,Sell,-6.352858627855365
META,Communication Services (S&P 500),11,2026-06-17,-34.1,-49.9,28.9,Sell,17.269804352639483
TRGP,Energy (S&P 500),11,2026-06-17,-70.9,-74.1,-57.8,Sell,10.682811923809236
EHC,Health Care (S&P 400),11,2026-06-17,55.6,55.8,54.8,Buy,25.40683964105784
UNP,Industrials (S&P 500),11,2026-06-17,3.7,-0.1,18.8,Hold,10.987387846790252
ZBRA,Information Technology (S&P 500),11,2026-06-17,-49.6,-79.3,69.4,Sell,51.00437977946471
AVNT,Materials (S&P 400),11,2026-06-17,-11.5,-16.4,7.9,Sell,13.251625168121745
ECHO,Communication Services (S&P 500),11,2026-06-17,-57.6,-47.0,-100.0,Sell,-15.944492430779805
TNL,Consumer Discretionary (S&P 400),11,2026-06-17,42.5,54.0,-3.7,Buy,-12.82760150747109
BNL,Real Estate (S&P 600),11,2026-06-17,37.8,60.9,-54.8,Buy,1.1055956443155024
PM,Consumer Staples (S&P 500),11,2026-06-17,23.6,39.7,-40.9,Buy,9.49370518231624
PBF,Energy (S&P 400),11,2026-06-17,55.6,94.5,-100.0,Buy,87.08319740906894
ROL,Industrials (S&P 500),11,2026-06-17,46.9,44.8,55.4,Buy,-21.378125713219855
BCPC,Materials (S&P 600),11,2026-06-17,22.3,15.3,50.5,Buy,1.4904470589283685
RRC,Energy (S&P 400),11,2026-06-17,-30.6,-47.9,38.5,Sell,11.778088236337169
EIX,Utilities (S&P 500),11,2026-06-17,46.5,36.2,87.8,Buy,-19.892357149654693
GOOG,Communication Services (S&P 500),11,2026-06-17,-23.4,-15.3,-55.5,Sell,-4.464396026344296
ANDE,Consumer Staples (S&P 600),11,2026-06-17,-0.6,20.8,-86.4,Hold,4.537163705227225
PNR,Industrials (S&P 500),11,2026-06-17,12.0,1.0,56.0,Buy,-23.11561540397159
ACLS,Information Technology (S&P 600),11,2026-06-17,-76.0,-70.0,-100.0,Sell,-39.9772018293849
AVY,Materials (S&P 500),11,2026-06-17,17.4,5.4,65.4,Buy,7.748859088330702
OVV,Energy (S&P 400),11,2026-06-17,9.2,28.0,-65.9,Buy,21.917552445860615
FOX,Communication Services (S&P 500),11,2026-06-17,64.7,65.0,63.5,Buy,31.482661580887907
ANIP,Health Care (S&P 600),11,2026-06-17,68.1,62.0,92.6,Buy,-12.56830047081098
HWM,Industrials (S&P 500),11,2026-06-17,-44.0,-30.0,-100.0,Sell,-19.768453179445984
WMG,Communication Services (S&P 400),11,2026-06-17,-28.1,-30.8,-17.3,Sell,3.30136764063463
AMT,Real Estate (S&P 500),11,2026-06-17,10.2,3.4,37.4,Buy,-2.2916748469865893
DAR,Consumer Staples (S&P 400),11,2026-06-17,-17.3,-3.5,-72.6,Sell,20.691572901991005
